"","Name","House","Sentence"
"1255","Vernon Dursley",NA,"No post on Sunday."
"1256","Vernon Dursley",NA,"No blasted letters today! No, sir."
"1257","Vernon Dursley",NA,"Not one single bloody letter. Not one!"
"1258","Vernon Dursley",NA,"No, sir, not one blasted, miserable..."
"1259","Vernon Dursley",NA,"Give me that!"
"1260","Vernon Dursley",NA,"Give me that letter!"
"1261","Vernon Dursley",NA,"That's it!"
"1262","Vernon Dursley",NA,"We're going away!"
"1263","Vernon Dursley",NA,"Far away, where they can't find us!"
"1264","Vernon Dursley",NA,"Who's there?"
"1265","Vernon Dursley",NA,"I demand that you leave at once, Sir!"
"1266","Vernon Dursley",NA,"You are breaking and entering!"
"1267","Vernon Dursley",NA,"He will not be going there!"
"1268","Vernon Dursley",NA,"We swore when we took him in we'd put a stop to all this rubbish."
"1269","Vernon Dursley",NA,"He'll not be going."
"1270","Vernon Dursley",NA,"I will not pay to have some crackpot old fool teach him magic tricks."
"1271","Dudley Dursley",NA,"Wake up, cousin!"
"1272","Dudley Dursley",NA,"We're going to the zoo!"
"1273","Dudley Dursley",NA,"How many are there?"
"1274","Dudley Dursley",NA,"36?! But last year... last year I had 37!"
"1275","Dudley Dursley",NA,"I don't care how big they are!"
"1276","Dudley Dursley",NA,"Make it move."
"1277","Dudley Dursley",NA,"Move!"
"1278","Dudley Dursley",NA,"He's boring."
"1279","Dudley Dursley",NA,"you won't believe what this snake is doing!"
"1280","Dudley Dursley",NA,"Mum! Mummy! Help me!"
"1281","Dudley Dursley",NA,"Dad, look! Harry's got a letter!"
"1282","Dudley Dursley",NA,"Stop it!"
"1283","Dudley Dursley",NA,"Mummy, what's happening?"
"1284","Dudley Dursley",NA,"Daddy's gone mad, hasn't he?"
"1285","Dudley Dursley",NA,"I'm not Harry."
"1286","Marge Dursley",NA,NA
"1287","Dennis Creevey","Gryffindor",NA
"1288","Albus Severus Potter","Slytherin",NA
"1289","Scorpius Hyperion Malfoy","Slytherin",NA
"1290","Edward Remus Lupin","Hufflepuff",NA
"1291","James Sirius Potter","Gryffindor",NA
"1292","Rose Granger-Weasley","Gryffindor",NA
"1293","Argus Filch",NA,NA
"1294","Poppy Pomfrey",NA,NA
"1295","Rolanda Hooch",NA,"Good afternoon, class."
"1296","Rolanda Hooch",NA,"Good afternoon, Amanda."
"1297","Rolanda Hooch",NA,"Good afternoon."
"1298","Rolanda Hooch",NA,"Welcome to your first flying lesson."
"1299","Rolanda Hooch",NA,"Well, what are you waiting for?"
"1300","Rolanda Hooch",NA,"Everyone step up to the left side of their broomstick."
"1301","Rolanda Hooch",NA,"Come on now, hurry up."
"1302","Rolanda Hooch",NA,"Stick your right hand over the broom and say, """"Up."""""
"1303","Rolanda Hooch",NA,"With feeling."
"1304","Rolanda Hooch",NA,"Now, once you've got hold of your broom, I want you to mount it."
"1305","Rolanda Hooch",NA,"And grip it tight, you don't wanna be sliding off the end."
"1306","Rolanda Hooch",NA,"When I blow my whistle, I want each of you to kick off from the ground, hard."
"1307","Rolanda Hooch",NA,"Keep your broom steady, hover for a moment"
"1308","Rolanda Hooch",NA,"Then lean forward slightly and touch back down."
"1309","Rolanda Hooch",NA,"On my whistle. Three, two..."
"1310","Rolanda Hooch",NA,"Mr. Longbottom."
"1311","Rolanda Hooch",NA,"Mr. Longbottom!"
"1312","Rolanda Hooch",NA,"Come back down this instant!"
"1313","Rolanda Hooch",NA,"Everyone out of the way!"
"1314","Rolanda Hooch",NA,"Oh, dear, it's a broken wrist."
"1315","Rolanda Hooch",NA,"Poor boy. Come on now, up you get."
"1316","Rolanda Hooch",NA,"Everyone's to keep their feet firmly on the ground while I take Mr Longbottom to the hospital wing."
"1317","Rolanda Hooch",NA,"Understand? If I see a single broom in the air the one riding it will find themselves out of Hogwarts before they can say, Quidditch."
"1318","Rolanda Hooch",NA,"Now, I want a nice clean game...from all of you."
"1319","Rolanda Hooch",NA,"Gryffindor win!"
"1320","Irma Pince",NA,NA
"1321","Aurora Sinistra",NA,NA
"1322","Septima Vector",NA,NA
"1323","Wilhelmina Grubbly-Plank",NA,NA
"1324","Fenrir Greyback",NA,NA
"1325","Gellert Grindelwald",NA,NA
"1326","Dobby",NA,NA
"1327","Kreacher",NA,NA
